Borough,Ward,Geog level,Constituency,Area Code,Turnout,,,London Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London Member,,,,,,,,,,,,,,,,,,,Constituency Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1st choice,,,,,,,,,,,,,1st choice spoils,,,,,,2nd choice,,,,,,,,,,,,,2nd choice spoils,,,,Total Good,,,,,,,,,,,,,Spoils,,,,,,Total good,,,,,,,,,,,,,Spoils,,,,,,Candidate names,,,,,,,,,,,
Hackney,Brownswood,Ward,North East,E05009367,"2,549","5,234",49%,Sadiq Aman Khan - Labour Party,1643,268,307,111,19,3,15,9,25,5,99,12,2516,0,0,3,7,23,33,512,137,768,271,50,5,82,26,77,29,319,17,2293,223,0,0,223,24,11,5,136,14,219,487,1353,20,16,43,187,2515,0,0,19,3,11,33,1526,219,498,180,50,,31,,,12,,4,2520,0,0,21,0,7,28,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Cazenove,Ward,North East,E05009368,"2,817","6,437",44%,Sadiq Aman Khan - Labour Party,1971,231,288,65,13,3,44,18,26,3,90,9,2761,0,0,5,13,38,56,601,138,798,200,43,12,175,23,84,43,293,15,2425,335,0,1,336,33,17,9,79,20,187,420,1748,58,12,36,165,2784,0,0,14,4,15,33,1863,215,448,106,42,,66,,,26,,9,2775,0,0,28,4,8,40,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Clissold,Ward,North East,E05009369,"3,855","7,695",50%,Sadiq Aman Khan - Labour Party,2651,273,483,104,27,8,31,15,26,5,151,10,3784,0,0,10,13,45,68,745,170,1307,268,50,21,107,20,140,33,533,14,3408,376,0,0,376,34,17,6,164,22,207,717,2218,38,11,52,340,3826,0,0,18,1,9,28,2501,210,779,191,64,,49,,,28,,7,3829,0,0,19,2,5,26,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Dalston,Ward,North East,E05009370,"2,277","5,316",43%,Sadiq Aman Khan - Labour Party,1487,200,314,73,15,1,28,10,18,4,86,2,2238,0,0,5,9,25,39,465,110,807,179,40,5,60,16,90,16,262,12,2062,176,0,0,176,25,7,5,102,10,170,461,1247,19,17,27,160,2250,0,0,18,0,9,27,1365,174,500,125,33,,28,,,15,,8,2248,0,0,23,0,6,29,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,De Beauvoir,Ward,North East,E05009371,"2,462","5,542",44%,Sadiq Aman Khan - Labour Party,1517,407,244,87,36,6,23,5,18,4,73,9,2429,0,0,7,7,19,33,467,156,751,248,72,13,68,18,63,24,296,19,2195,234,0,0,234,12,10,5,123,7,335,420,1289,16,17,63,141,2438,0,0,14,1,8,23,1468,338,382,139,64,,20,,,17,,3,2431,0,0,23,1,6,30,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Hackney Central,Ward,North East,E05009372,"3,444","7,871",44%,Sadiq Aman Khan - Labour Party,2388,260,379,78,29,6,46,18,28,7,103,17,3359,0,0,8,11,65,84,803,136,1062,244,55,12,107,33,89,41,344,17,2943,415,0,1,416,26,33,8,105,20,172,547,2188,43,17,54,179,3392,0,0,31,3,18,52,2324,180,581,148,65,,56,,,20,,13,3387,0,0,38,1,18,57,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Hackney Downs,Ward,North East,E05009373,"3,682","7,759",47%,Sadiq Aman Khan - Labour Party,2548,221,476,106,40,10,55,15,36,7,86,5,3605,0,1,31,17,26,75,851,139,1160,287,39,23,160,24,121,38,331,18,3191,414,0,0,414,32,22,7,136,21,177,696,2235,62,18,57,158,3621,0,0,49,1,11,61,2406,181,708,150,68,,76,,,33,,11,3633,0,0,38,2,9,49,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Postal Votes - Hackney,Postal,North East,E09000012 (Postal),"17,724","28,903",61%,Sadiq Aman Khan - Labour Party,10911,3315,1253,554,389,72,311,221,117,25,362,61,17591,0,1,47,21,64,133,3429,1506,4262,2104,693,151,1005,476,445,188,1583,144,15986,1596,0,9,1605,159,257,61,708,120,2841,1803,10085,336,94,543,576,17583,0,2,50,14,46,112,10845,2816,1886,856,693,,384,,,67,,43,17590,0,1,66,9,31,107,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Wick,Ward,North East,E05009386,"2,888","7,183",40%,Sadiq Aman Khan - Labour Party,1918,276,321,76,46,11,45,25,29,2,71,13,2833,0,0,11,7,36,54,621,139,795,221,73,23,95,37,97,29,243,18,2391,441,0,1,442,26,24,13,108,30,191,441,1770,43,9,73,121,2849,0,0,26,1,12,39,1885,184,484,121,95,,50,,,16,,7,2842,0,0,39,2,5,46,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Haggerston,Ward,North East,E05009374,"2,989","7,693",39%,Sadiq Aman Khan - Labour Party,1986,326,286,72,51,11,37,21,46,12,77,6,2931,0,0,15,9,33,57,614,154,780,236,69,23,140,37,115,39,258,11,2476,455,0,0,455,24,27,8,106,25,249,398,1839,40,20,82,127,2945,0,0,30,2,12,44,1951,250,447,116,102,,46,,,17,,9,2938,0,0,37,3,11,51,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Homerton,Ward,North East,E05009375,"2,905","7,248",40%,Sadiq Aman Khan - Labour Party,1996,225,323,75,40,9,43,20,25,4,73,10,2843,0,0,5,15,42,62,684,141,823,182,66,28,153,26,103,36,276,14,2532,306,1,4,311,32,27,17,95,24,173,449,1802,39,17,64,137,2876,0,0,23,1,5,29,1993,168,455,102,67,,48,,,32,,4,2869,0,0,28,1,7,36,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Hoxton East And Shoreditch,Ward,North East,E05009376,"2,285","6,412",36%,Sadiq Aman Khan - Labour Party,1390,314,210,90,57,8,25,17,31,6,73,4,2225,0,0,11,11,38,60,476,140,566,242,77,22,95,40,80,19,196,12,1965,259,0,1,260,22,28,12,132,18,255,297,1272,18,14,87,104,2259,0,0,16,2,8,26,1386,258,322,142,103,,31,,,12,,5,2259,0,0,19,0,7,26,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Hoxton West,Ward,North East,E05009377,"2,661","6,971",38%,Sadiq Aman Khan - Labour Party,1616,426,214,100,56,19,33,21,24,4,76,11,2600,0,0,17,8,36,61,567,189,595,268,99,16,94,46,79,35,252,28,2268,331,1,0,332,25,26,17,138,23,345,328,1431,41,17,94,136,2621,0,0,25,0,12,37,1554,339,341,179,124,,55,,,14,,10,2616,0,0,34,1,8,43,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,King's Park,Ward,North East,E05009378,"3,151","7,481",42%,Sadiq Aman Khan - Labour Party,2184,246,330,58,30,17,50,21,48,5,87,13,3089,0,0,11,6,45,62,701,136,863,176,62,22,135,37,104,44,287,21,2588,498,0,3,501,32,31,15,79,28,167,442,2030,47,12,63,164,3110,0,0,25,2,12,39,2178,156,511,91,83,,60,,,20,,9,3108,0,0,27,1,13,41,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Lea Bridge,Ward,North East,E05009379,"3,892","8,507",46%,Sadiq Aman Khan - Labour Party,2705,229,449,100,32,9,78,15,40,6,125,22,3810,0,0,11,11,60,82,813,161,1321,215,44,15,228,29,136,34,446,23,3465,342,0,3,345,33,17,14,101,17,178,726,2357,77,24,62,247,3853,0,0,25,0,14,39,2538,164,774,141,67,,117,,,28,,12,3841,0,0,41,0,10,51,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,London Fields,Ward,North East,E05009380,"3,398","7,416",46%,Sadiq Aman Khan - Labour Party,2278,303,415,92,37,11,30,11,30,6,115,8,3336,0,0,16,16,30,62,766,152,1061,234,68,21,107,29,104,26,353,17,2938,396,0,2,398,19,23,13,121,13,231,680,1923,30,19,74,203,3349,0,0,28,6,15,49,2163,236,663,157,88,,29,,,11,,1,3348,0,0,38,2,9,49,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Shacklewell,Ward,North East,E05009381,"2,283","5,102",45%,Sadiq Aman Khan - Labour Party,1595,176,268,50,13,3,19,8,15,11,77,8,2243,0,0,8,10,22,40,481,102,702,176,21,6,66,20,80,15,211,9,1889,352,1,1,354,17,8,5,69,19,129,386,1437,23,14,28,127,2262,0,0,10,2,9,21,1514,135,427,101,26,,29,,,16,,6,2254,0,0,22,1,6,29,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Springfield,Ward,North East,E05009382,"2,114","6,183",34%,Sadiq Aman Khan - Labour Party,1262,419,172,43,18,6,34,12,32,7,33,28,2066,0,0,12,10,26,48,414,99,459,173,57,10,95,36,59,15,171,13,1601,465,0,0,465,22,18,11,54,20,366,259,1185,29,12,43,69,2088,0,0,19,0,6,25,1252,367,280,70,53,,38,,,11,,12,2083,0,0,25,0,5,30,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Stamford Hill West,Ward,North East,E05009383,"1,589","4,067",39%,Sadiq Aman Khan - Labour Party,1007,278,147,31,11,7,16,7,10,1,41,8,1564,0,0,2,2,21,25,253,79,413,113,44,7,59,21,53,12,156,14,1224,340,0,0,340,11,13,4,48,10,235,214,910,22,8,24,77,1576,0,0,10,0,2,12,978,247,221,59,29,,22,,,8,,10,1574,0,0,14,0,0,14,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Stoke Newington,Ward,North East,E05009384,"4,415","8,528",52%,Sadiq Aman Khan - Labour Party,3045,353,513,127,45,5,49,15,35,9,141,8,4345,0,0,16,9,42,67,836,190,1549,330,72,12,153,33,146,41,588,21,3971,374,0,0,374,32,19,4,160,17,283,830,2503,61,20,70,369,4368,0,0,26,3,18,47,2817,290,882,197,92,,61,,,28,,9,4376,0,0,31,2,6,39,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Victoria,Ward,North East,E05009385,"3,126","7,289",43%,Sadiq Aman Khan - Labour Party,2098,338,310,82,35,9,54,19,25,4,85,5,3064,0,1,12,6,40,59,607,151,974,275,79,21,119,24,113,29,319,19,2730,334,0,0,334,20,26,12,149,22,239,446,1873,55,17,74,163,3096,0,0,15,0,15,30,2027,261,491,153,88,,55,,,19,,8,3102,0,0,14,1,7,22,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Hackney,Woodberry Down,Ward,North East,E05009387,"2,006","5,194",39%,Sadiq Aman Khan - Labour Party,1306,251,166,62,28,5,27,9,15,6,65,17,1957,0,0,11,9,29,49,446,119,481,165,54,11,85,23,80,24,162,20,1670,286,0,1,287,22,12,8,81,19,188,195,1246,28,11,53,116,1979,0,0,23,1,2,26,1344,199,224,99,56,,39,,,14,,10,1985,0,0,16,0,4,20,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Barnsbury,Ward,North East,E05000366,"3,310","7,333",45%,Sadiq Aman Khan - Labour Party,1798,722,240,172,105,14,27,34,21,8,119,2,3262,0,0,6,9,33,48,539,259,717,421,183,37,115,59,93,23,347,17,2810,452,0,0,452,31,53,14,240,16,590,341,1548,31,20,185,213,3282,0,0,18,2,8,28,1740,640,334,291,215,,42,,,9,,10,3281,0,0,20,1,5,26,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Bunhill,Ward,North East,E05000367,"3,372","8,572",39%,Sadiq Aman Khan - Labour Party,1856,668,237,161,159,19,33,36,25,6,88,4,3292,0,0,22,13,45,80,546,257,685,397,181,49,136,72,117,29,313,19,2801,487,0,4,491,31,47,18,231,17,527,329,1653,46,27,251,158,3335,0,0,25,0,12,37,1747,548,347,301,301,,46,,,16,,14,3320,0,0,37,3,10,50,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Caledonian,Ward,North East,E05000368,"3,433","8,119",42%,Sadiq Aman Khan - Labour Party,2083,500,295,121,100,23,44,36,20,3,95,8,3328,0,0,18,12,75,105,619,204,745,310,175,33,125,53,92,33,306,16,2711,615,1,1,617,41,43,26,166,8,373,428,1896,42,13,187,151,3374,0,0,40,0,19,59,2063,379,409,207,243,,55,,,13,,8,3377,0,0,43,3,9,55,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Canonbury,Ward,North East,E05000369,"3,274","7,703",43%,Sadiq Aman Khan - Labour Party,1762,642,289,168,92,9,36,30,28,8,142,6,3212,0,0,16,4,42,62,553,192,720,338,153,26,92,57,104,22,389,17,2663,549,0,0,549,33,40,15,199,13,483,387,1572,37,22,178,249,3228,0,0,24,2,16,42,1765,494,417,279,211,,39,,,16,,5,3226,0,0,34,1,8,43,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Clerkenwell,Ward,North East,E05000370,"2,916","7,068",41%,Sadiq Aman Khan - Labour Party,1560,551,304,122,112,13,30,30,27,2,83,6,2840,0,0,17,11,48,76,487,166,672,288,157,29,91,60,97,27,300,24,2398,442,0,0,442,21,38,22,173,9,438,409,1355,30,18,184,158,2855,0,0,40,5,16,61,1505,442,403,221,218,,37,,,13,,8,2847,0,0,51,4,14,69,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Finsbury Park,Ward,North East,E05000371,"4,353","9,492",46%,Sadiq Aman Khan - Labour Party,2933,430,412,143,62,12,51,24,37,8,141,4,4257,0,0,19,14,62,95,808,214,1100,351,109,27,204,46,131,37,462,22,3511,744,0,2,746,44,34,19,172,23,342,523,2739,42,18,112,230,4298,0,0,33,4,18,55,2939,355,564,211,140,,60,,,20,,9,4298,0,0,36,0,18,54,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Highbury East,Ward,North East,E05000372,"3,901","7,655",51%,Sadiq Aman Khan - Labour Party,2302,635,381,220,52,4,23,21,21,2,186,5,3852,0,0,12,15,22,49,672,237,1163,553,120,17,68,35,97,34,479,23,3498,349,2,3,354,36,23,9,327,15,516,664,1780,21,9,92,368,3860,0,0,22,3,13,38,1997,504,637,568,96,,31,,,10,,7,3850,0,0,38,1,10,49,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Highbury West,Ward,North East,E05000373,"5,226","10,802",48%,Sadiq Aman Khan - Labour Party,3178,771,514,222,73,10,55,26,47,4,228,7,5135,0,0,12,17,60,89,911,270,1374,556,132,25,174,43,176,48,659,28,4396,736,0,3,739,46,29,9,294,8,673,749,2734,46,18,131,422,5159,0,0,40,5,22,67,3058,705,788,368,143,,53,,,24,,7,5146,0,1,56,3,18,78,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Hillrise,Ward,North East,E05000374,"3,781","7,703",49%,Sadiq Aman Khan - Labour Party,2471,433,340,139,56,13,44,27,29,5,149,6,3712,1,0,13,16,38,68,634,178,998,416,105,23,121,23,109,36,394,20,3057,651,0,4,655,42,24,17,219,17,338,484,2211,35,16,83,247,3733,1,0,36,2,9,48,2424,349,503,279,105,,51,,,14,,7,3732,0,0,41,0,7,48,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Holloway,Ward,North East,E05000375,"4,299","9,685",44%,Sadiq Aman Khan - Labour Party,2590,612,402,175,116,19,53,47,47,4,141,5,4211,0,0,18,8,62,88,778,279,1006,455,157,43,166,65,166,39,408,24,3586,623,0,2,625,40,57,27,223,17,500,519,2382,46,15,203,226,4255,0,0,28,1,14,43,2608,485,549,267,235,,68,,,28,,7,4247,0,0,34,3,11,48,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Postal Votes - Islington,Postal,North East,E09000019 (Postal),"14,356","20,766",69%,Sadiq Aman Khan - Labour Party,7859,3286,979,804,378,51,174,159,105,22,392,34,14243,0,2,38,18,55,113,2340,1120,3223,2128,751,133,580,403,381,140,1354,116,12669,1565,1,8,1574,178,190,48,1039,82,2839,1371,7075,167,71,538,642,14240,0,1,41,1,24,67,7718,2807,1458,1299,665,,199,,,43,,28,14217,0,0,43,5,14,62,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Junction,Ward,North East,E05000376,"3,651","7,776",47%,Sadiq Aman Khan - Labour Party,2298,488,329,164,78,2,37,28,36,5,119,6,3590,0,0,12,9,40,61,571,162,1029,386,123,28,106,50,152,28,382,23,3040,549,1,0,550,41,28,13,207,26,381,471,2057,37,13,132,212,3618,0,0,18,3,10,31,2262,361,500,257,165,,32,,,25,,8,3610,0,0,28,0,9,37,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Mildmay,Ward,North East,E05000377,"3,758","8,210",46%,Sadiq Aman Khan - Labour Party,2388,489,339,141,66,8,31,34,37,4,139,5,3681,0,0,8,11,58,77,711,177,1023,375,100,17,127,61,126,29,440,21,3207,472,0,2,474,37,38,12,204,18,382,487,2122,34,35,107,239,3715,0,0,23,3,14,40,2345,378,510,255,140,,42,,,25,,14,3709,0,0,35,0,11,46,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,St George's,Ward,North East,E05000378,"3,885","7,702",50%,Sadiq Aman Khan - Labour Party,2492,458,399,138,65,13,46,17,31,7,148,6,3820,0,0,15,14,36,65,719,167,1210,374,94,24,118,48,128,28,456,15,3381,436,0,3,439,42,28,17,191,12,352,617,2156,38,17,104,266,3840,0,0,33,1,7,41,2443,350,571,266,128,,38,,,28,,7,3831,0,0,41,2,7,50,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,St Mary's,Ward,North East,E05000379,"3,340","7,621",44%,Sadiq Aman Khan - Labour Party,1886,639,296,169,85,7,12,16,20,3,155,2,3290,0,1,7,7,35,50,527,227,802,422,133,27,94,37,93,25,404,28,2819,471,0,0,471,36,23,11,260,11,552,426,1553,22,13,137,249,3293,0,0,25,1,18,44,1765,565,437,327,164,,29,,,10,,9,3306,0,0,26,1,4,31,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,St Peter's,Ward,North East,E05000380,"3,345","7,558",44%,Sadiq Aman Khan - Labour Party,1768,754,261,181,86,20,27,29,30,2,134,3,3295,0,0,15,4,31,50,567,251,749,385,165,23,103,58,106,38,366,19,2830,464,1,0,465,38,38,26,251,8,641,357,1530,33,16,162,197,3297,0,0,28,2,17,47,1722,652,347,310,203,,44,,,20,,5,3303,0,0,34,0,7,41,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Islington,Tollington,Ward,North East,E05000381,"4,292","8,887",48%,Sadiq Aman Khan - Labour Party,2992,365,385,146,52,7,42,14,36,5,157,12,4213,1,0,22,20,36,79,795,208,1274,396,83,16,167,34,122,35,496,16,3642,571,0,0,571,42,22,6,218,19,290,555,2670,34,10,87,272,4225,0,0,46,3,16,65,2947,294,552,260,99,,48,,,19,,7,4226,0,0,54,4,6,64,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Cann Hall,Ward,North East,E05000590,"2,789","7,400",38%,Sadiq Aman Khan - Labour Party,1650,389,190,164,57,21,72,27,25,6,77,26,2704,0,0,14,10,61,85,520,202,522,342,101,28,219,35,94,23,225,26,2337,366,0,1,367,18,40,25,207,43,241,241,1606,75,15,104,133,2748,0,0,25,0,16,41,1723,251,275,249,134,,89,,,17,,6,2744,0,0,31,0,14,45,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Cathall,Ward,North East,E05000591,"2,521","6,860",37%,Sadiq Aman Khan - Labour Party,1576,337,192,76,59,20,59,25,40,8,50,18,2460,0,0,15,4,42,61,507,166,395,173,105,26,219,49,81,19,196,19,1955,504,1,0,505,26,40,17,113,22,236,231,1522,78,18,104,78,2485,0,0,20,0,15,35,1644,226,247,123,123,,91,,,16,,6,2476,0,0,29,1,14,44,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Chapel End,Ward,North East,E05000592,"3,342","8,198",41%,Sadiq Aman Khan - Labour Party,1929,601,287,119,90,18,59,29,31,4,96,22,3285,0,0,10,11,35,56,578,230,793,307,188,40,188,60,89,31,271,17,2792,488,0,5,493,32,48,29,150,48,410,374,1789,68,10,171,182,3311,0,0,19,2,10,31,1944,430,395,197,209,,93,,,28,,5,3301,0,0,25,6,9,40,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Chingford Green,Ward,North East,E05000593,"2,935","6,843",43%,Zac Goldsmith - The Conservative Party,692,1542,163,137,188,19,29,45,22,3,36,6,2882,0,0,11,11,30,52,250,298,467,326,534,62,80,113,69,25,145,25,2394,488,0,0,488,38,70,20,177,25,1257,221,610,32,7,375,68,2900,0,0,27,1,7,35,688,1315,212,180,434,,45,,,8,,1,2883,0,0,43,2,5,50,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Endlebury,Ward,North East,E05000594,"3,096","7,220",43%,Zac Goldsmith - The Conservative Party,832,1613,140,105,179,15,44,38,22,5,26,9,3028,0,0,17,9,42,68,230,296,446,320,512,62,96,127,65,32,175,20,2381,646,0,1,647,31,55,24,134,31,1377,185,719,56,14,373,57,3056,0,0,26,1,13,40,764,1402,212,163,427,,66,,,9,,7,3050,0,0,35,1,10,46,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Forest,Ward,North East,E05000595,"2,956","7,009",42%,Sadiq Aman Khan - Labour Party,1750,516,245,110,61,15,56,21,24,5,75,18,2896,0,0,16,3,41,60,521,222,606,293,142,34,247,53,68,29,234,26,2475,417,0,4,421,28,34,10,142,48,340,328,1606,98,20,130,121,2905,0,0,32,2,17,51,1732,373,333,195,154,,98,,,15,,6,2906,0,0,33,6,11,50,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Grove Green,Ward,North East,E05000596,"3,379","8,415",40%,Sadiq Aman Khan - Labour Party,2018,462,367,132,55,12,86,18,34,8,77,33,3302,0,0,11,14,51,76,625,223,779,315,87,28,245,46,94,35,309,30,2816,486,0,0,486,43,34,19,178,44,318,471,1866,103,20,96,148,3340,0,0,17,3,19,39,1994,350,492,208,110,,147,,,27,,14,3342,0,0,20,5,9,34,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Hale End And Highams Park,Ward,North East,E05000597,"3,420","7,425",46%,Sadiq Aman Khan - Labour Party,1473,1130,256,133,128,12,74,39,24,5,55,15,3344,0,0,9,12,55,76,463,284,750,418,343,48,167,89,85,38,240,14,2939,403,2,0,405,40,42,23,202,39,881,319,1342,90,18,264,106,3366,0,0,41,2,11,54,1469,896,319,218,324,,98,,,24,,10,3358,0,0,46,4,12,62,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,Hatch Lane,Ward,North East,E05000598,"3,023","7,263",42%,Zac Goldsmith - The Conservative Party,969,1272,214,99,200,24,30,44,18,5,58,10,2943,0,0,15,6,59,80,319,245,586,321,417,73,97,115,64,28,185,23,2473,468,0,2,470,36,69,30,142,42,998,268,907,37,7,376,84,2996,0,0,19,2,5,26,988,1034,264,199,425,,54,,,16,,9,2989,0,0,26,1,6,33,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
Waltham Forest,High Street,Ward,North East,E05000599,"3,806","8,779",43%,Sadiq Aman Khan - Labour Party,2328,471,437,124,74,17,89,19,42,7,112,27,3747,0,0,13,12,34,59,708,201,944,359,110,24,235,53,113,33,378,27,3185,559,0,3,562,43,29,22,175,33,323,552,2100,95,23,124,232,3751,0,0,36,2,16,54,2332,342,551,221,150,,131,,,27,,7,3761,0,0,32,1,11,44,Jennette Arnold,Sam Malik,Samir Jeraj,Terry Stacy,Freddy Vachha,,Tim Allen,,,Bill Martin,,Jonathan Silberman
